
1630166842.652854,4142,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '4142'}
1630166886.441708,4142,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '4142'}
1630166892.918551,4142,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '4142'}
1630167355.743652,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4142'}
1630167356.462579,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167358.683993,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '4142'}
1630167388.753112,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4142'}
1630167392.815905,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4142'}
1630167393.665708,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4142'}
1630167393.963731,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4142'}
1630167394.163715,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4142'}
1630167395.408625,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4142'}
1630167395.842434,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4142'}
1630167397.211493,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167397.499503,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167397.733532,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167398.158789,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167398.8788,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167399.044286,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167401.169136,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167401.384216,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167402.22183,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167402.839336,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4142'}
1630167403.270114,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '4142'}
1630167403.740443,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4142'}
1630167404.206797,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4142'}
1630167404.807657,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4142'}
1630167405.409256,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '4142'}
1630167405.869194,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4142'}
1630167406.614126,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4142'}
1630167407.318823,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4142'}
1630167407.78223,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4142'}
1630167408.432756,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167409.335104,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4142'}
1630167410.837115,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '4142'}
1630167440.96163,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4142'}
1630167442.73873,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4142'}
1630167442.904583,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4142'}
1630167443.995353,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167444.181959,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167444.595492,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167445.560976,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167445.692434,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167446.394574,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167448.91404,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4142'}
1630167449.319809,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4142'}
1630167450.012605,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4142'}
1630167450.173989,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4142'}
1630167450.693199,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4142'}
1630167450.858231,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4142'}
1630167451.511671,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4142'}
1630167451.633476,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4142'}
1630167452.555923,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167452.632687,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167453.858605,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4142'}
1630167454.139943,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4142'}
1630167454.74923,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4142'}
1630167456.123213,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '4142'}
1630167456.905012,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4142'}
1630167457.787162,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4142'}
1630167458.307933,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4142'}
1630167459.136278,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '4142'}
1630167459.766894,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4142'}
1630167461.084968,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4142'}
1630167462.361947,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4142'}
1630167464.479028,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '4142'}
1630167494.399874,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4142'}
1630167495.683302,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4142'}
1630167495.918433,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4142'}
1630167496.321198,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4142'}
1630167497.572832,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4142'}
1630167497.770477,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4142'}
1630167498.708813,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167498.889475,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167499.768444,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4142'}
1630167499.938822,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4142'}
1630167500.609493,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4142'}
1630167500.787722,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4142'}
1630167501.283443,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4142'}
1630167501.4468,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4142'}
1630167502.111992,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4142'}
1630167502.280922,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4142'}
1630167503.318734,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167503.319453,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167503.845192,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4142'}
1630167504.024822,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4142'}
1630167508.555915,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167508.711033,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167509.1671,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167510.964428,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4142'}
1630167511.465113,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4142'}
1630167511.988645,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '4142'}
1630167512.615511,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '4142'}
1630167513.031655,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4142'}
1630167513.76353,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4142'}
1630167514.285471,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4142'}
1630167515.346833,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '4142'}
1630167545.414423,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4142'}
1630167546.825498,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4142'}
1630167547.082811,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4142'}
1630167547.506135,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4142'}
1630167548.753702,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4142'}
1630167548.858609,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4142'}
1630167549.273338,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4142'}
1630167550.256663,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4142'}
1630167550.429646,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4142'}
1630167550.655566,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4142'}
1630167551.796031,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167551.886459,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4142'}
1630167552.69831,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4142'}
1630167552.884093,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4142'}
1630167553.767756,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4142'}
1630167553.911676,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4142'}
1630167554.498071,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4142'}
1630167554.663473,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4142'}
1630167555.438895,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167555.856667,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4142'}
1630167556.484852,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4142'}
1630167556.642613,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4142'}
1630167557.535519,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4142'}
1630167557.669593,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4142'}
1630167558.318402,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4142'}
1630167558.538006,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4142'}
1630167559.514149,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4142'}
1630167559.661524,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4142'}
1630167560.21255,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167560.379288,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4142'}
1630167561.078363,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4142'}
1630167561.243086,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4142'}
1630167562.597541,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing incomplete cycle panel', 'worker-id': '4142'}
1630167566.622005,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '4142'}
1630167567.33148,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '4142'}
1630167567.767684,4142,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4142'}
1630167568.606918,4142,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button incomplete panel', 'worker-id': '4142'}
1630167568.616575,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4142'}
1630167571.03932,4142,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': '4142'}
1630167571.040153,4142,{'stage': 'SAGAT', 'action': 'complete', 'score': 85, 'worker-id': '4142'}
1630167844.935758,4142,{'stage': 'object tracking', 'action': 'opened-page', 'worker-id': '4142'}
1630167844.939263,4142,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing introduction', 'worker-id': '4142'}
1630167854.371729,4142,{'stage': 'object tracking', 'action': 'side panel click', 'object': 'next button introduction', 'worker-id': '4142'}
1630167854.372716,4142,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '4142'}
1630167861.392067,4142,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '4142'}
1630167881.32245,4142,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '4142'}
1630167882.994723,4142,{'stage': 'object tracking', 'action': 'ball selected', 'object': 10, 'worker-id': '4142'}
1630167884.350452,4142,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '4142'}
1630167884.359782,4142,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 1, 'score': 1, 'worker-id': '4142'}
1630167884.36376,4142,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '4142'}
1630167887.093638,4142,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '4142'}
1630167907.125798,4142,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '4142'}
1630167908.268998,4142,{'stage': 'object tracking', 'action': 'ball selected', 'object': 13, 'worker-id': '4142'}
1630167909.090053,4142,{'stage': 'object tracking', 'action': 'ball selected', 'object': 1, 'worker-id': '4142'}
1630167910.304946,4142,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '4142'}
1630167910.315518,4142,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 2, 'score': 2, 'worker-id': '4142'}
1630167910.320243,4142,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '4142'}
1630167912.348092,4142,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '4142'}
1630167932.421987,4142,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '4142'}
1630167933.551807,4142,{'stage': 'object tracking', 'action': 'ball selected', 'object': 8, 'worker-id': '4142'}
1630167934.256045,4142,{'stage': 'object tracking', 'action': 'ball selected', 'object': 13, 'worker-id': '4142'}
1630167934.860549,4142,{'stage': 'object tracking', 'action': 'ball selected', 'object': 12, 'worker-id': '4142'}
1630167935.851699,4142,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '4142'}
1630167935.854707,4142,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 3, 'score': 2, 'worker-id': '4142'}
