
1630339443.037005,8997,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '8997'}
1630339500.709402,8997,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '8997'}
1630340002.665956,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340003.426191,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340003.851154,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340004.888743,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '8997'}
1630340005.410597,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '8997'}
1630340006.351314,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '8997'}
1630340006.768952,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '8997'}
1630340008.126224,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340008.753206,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340009.466216,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340009.99076,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340010.131149,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340010.68037,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340011.573617,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340011.645786,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340012.617472,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340013.871084,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '8997'}
1630340014.326891,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '8997'}
1630340015.019868,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340015.646883,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '8997'}
1630340016.017776,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '8997'}
1630340016.900115,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '8997'}
1630340017.631994,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '8997'}
1630340018.153403,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340018.780648,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '8997'}
1630340019.094426,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '8997'}
1630340019.720557,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '8997'}
1630340020.45119,8997,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '8997'}
1630340050.533324,8997,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '8997'}
1630340051.717477,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '8997'}
1630340052.101106,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '8997'}
1630340052.626853,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340052.734755,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340053.45793,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340053.536263,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340054.084875,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '8997'}
1630340054.189612,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '8997'}
1630340054.778184,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340054.908559,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340055.447512,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340055.572352,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340056.020549,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340056.170641,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340057.533705,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '8997'}
1630340057.587172,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '8997'}
1630340058.391779,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340058.889504,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340059.306771,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340060.351619,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '8997'}
1630340060.979535,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '8997'}
1630340061.387422,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '8997'}
1630340062.122026,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '8997'}
1630340062.858749,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '8997'}
1630340063.264309,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '8997'}
1630340063.798218,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '8997'}
1630340064.423207,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '8997'}
1630340065.151138,8997,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '8997'}
1630340095.237226,8997,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '8997'}
1630340097.43446,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '8997'}
1630340097.876524,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '8997'}
1630340098.870546,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340098.871264,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340099.4155,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340099.625123,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340100.092339,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '8997'}
1630340100.227726,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '8997'}
1630340100.733266,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340100.894643,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340101.348108,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340101.463749,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340101.960864,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340102.064989,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340102.969744,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '8997'}
1630340103.044312,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '8997'}
1630340103.77518,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '8997'}
1630340103.889644,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '8997'}
1630340104.542349,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340104.91226,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340105.473669,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340106.141827,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '8997'}
1630340106.727636,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '8997'}
1630340107.494138,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '8997'}
1630340108.094373,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '8997'}
1630340108.815771,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '8997'}
1630340109.223609,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '8997'}
1630340110.174422,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '8997'}
1630340110.905619,8997,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '8997'}
1630340140.987977,8997,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '8997'}
1630340142.224716,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '8997'}
1630340142.365431,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '8997'}
1630340143.28499,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '8997'}
1630340143.369495,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '8997'}
1630340144.225232,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '8997'}
1630340144.636526,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '8997'}
1630340145.164569,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '8997'}
1630340145.932181,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '8997'}
1630340146.132043,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '8997'}
1630340146.267176,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '8997'}
1630340146.941102,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340147.681533,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340148.611678,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340148.798619,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340149.438791,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340149.67637,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '8997'}
1630340150.491334,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340150.554919,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340151.432004,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340151.542619,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340151.855328,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340152.492395,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340153.089582,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '8997'}
1630340153.938601,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340154.048141,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340154.284859,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340154.878789,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340155.193335,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '8997'}
1630340156.087485,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '8997'}
1630340156.22532,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '8997'}
1630340156.81382,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340156.938803,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '8997'}
1630340157.593842,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340157.685553,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '8997'}
1630340158.252954,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '8997'}
1630340158.364477,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '8997'}
1630340159.100744,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '8997'}
1630340159.265494,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '8997'}
1630340159.818514,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '8997'}
1630340159.944118,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '8997'}
1630340160.727928,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340160.76669,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '8997'}
1630340161.506907,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '8997'}
1630340162.294748,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '8997'}
1630340162.921885,8997,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '8997'}
1630340163.695482,8997,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': '8997'}
1630340163.70245,8997,{'stage': 'SAGAT', 'action': 'complete', 'score': 71, 'worker-id': '8997'}
1630340501.065687,8997,{'stage': 'networks', 'action': 'opened-page', 'worker-id': '8997'}
1630340501.072708,8997,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '8997'}
1630340501.091736,8997,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing introduction', 'worker-id': '8997'}
1630340518.574045,8997,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button introduction', 'worker-id': '8997'}
1630340518.575039,8997,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '8997'}
1630340521.603209,8997,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '8997'}
1630340532.883624,8997,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '8997'}
1630340532.88435,8997,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateSimpleLine', 'worker-id': '8997'}
1630340538.731175,8997,{'stage': 'networks', 'puzzle': 'generateSimpleLine', 'action': 'node selected', 'object': 5, 'worker-id': '8997'}
1630340541.759007,8997,{'stage': 'networks', 'action': 'score from round #0', 'score': 2, 'name': 'generateSimpleLine', 'worker-id': '8997'}
1630340541.762176,8997,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateSimpleLine', 'worker-id': '8997'}
1630340550.143762,8997,{'stage': 'networks', 'puzzle': 'generateSimpleLine', 'action': 'node selected', 'object': 3, 'worker-id': '8997'}
1630340552.309677,8997,{'stage': 'networks', 'action': 'score from round #1', 'score': 0, 'name': 'generateSimpleLine', 'worker-id': '8997'}
1630340552.310735,8997,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateSimpleLine', 'worker-id': '8997'}
1630340552.31745,8997,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateSimpleLine', 'selections': [5, 3, -1], 'worker-id': '8997'}
1630340552.320214,8997,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '8997'}
1630340552.326055,8997,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '8997'}
1630340555.236196,8997,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '8997'}
1630340555.237046,8997,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '8997'}
1630340558.367138,8997,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '8997'}
