
1629842512.280954,4122,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '4122'}
1629842526.150401,4122,{'stage': 'tutorial', 'action': 'DID NOT consent to study', 'worker-id': '4122'}
1629842531.266805,4122,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '4122'}
1629843047.143422,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '4122'}
1629843077.12098,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4122'}
1629843079.315198,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4122'}
1629843079.939354,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4122'}
1629843080.769207,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4122'}
1629843081.390778,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4122'}
1629843083.073066,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4122'}
1629843083.916707,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4122'}
1629843084.744309,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4122'}
1629843085.372534,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4122'}
1629843085.999381,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843086.126481,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843087.350065,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843088.401679,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843088.448654,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843088.611368,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843089.549239,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4122'}
1629843090.238993,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4122'}
1629843090.848697,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4122'}
1629843091.220073,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '4122'}
1629843091.85081,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4122'}
1629843092.578029,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4122'}
1629843092.995997,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '4122'}
1629843093.518216,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4122'}
1629843094.145179,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4122'}
1629843094.875777,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4122'}
1629843095.399605,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4122'}
1629843096.442706,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '4122'}
1629843126.542531,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4122'}
1629843128.927076,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4122'}
1629843129.448855,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4122'}
1629843130.298767,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4122'}
1629843131.333227,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4122'}
1629843131.50106,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4122'}
1629843131.706393,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4122'}
1629843132.498257,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4122'}
1629843132.62288,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4122'}
1629843133.27458,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843133.395084,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843134.043989,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4122'}
1629843134.117841,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4122'}
1629843134.880522,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4122'}
1629843134.947371,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4122'}
1629843136.029166,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4122'}
1629843136.030005,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4122'}
1629843136.655944,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4122'}
1629843136.780465,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4122'}
1629843137.489985,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843137.643565,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843139.058118,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4122'}
1629843139.346869,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4122'}
1629843140.051981,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4122'}
1629843140.834532,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '4122'}
1629843141.233754,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4122'}
1629843141.730972,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4122'}
1629843142.073779,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '4122'}
1629843142.944959,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4122'}
1629843143.864611,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '4122'}
1629843173.83952,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4122'}
1629843176.659889,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4122'}
1629843176.873016,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4122'}
1629843177.590885,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4122'}
1629843177.731236,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4122'}
1629843178.435688,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4122'}
1629843178.6028,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4122'}
1629843178.773878,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4122'}
1629843179.689556,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4122'}
1629843179.780403,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4122'}
1629843179.968221,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4122'}
1629843180.73925,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4122'}
1629843180.855045,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4122'}
1629843181.259267,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4122'}
1629843181.391018,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4122'}
1629843182.01779,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843182.175834,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843182.726913,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4122'}
1629843182.788669,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4122'}
1629843183.453029,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4122'}
1629843183.581972,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4122'}
1629843184.091693,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4122'}
1629843184.166644,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4122'}
1629843184.703238,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843184.776854,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843185.362211,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '4122'}
1629843185.747088,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4122'}
1629843186.478145,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '4122'}
1629843186.795066,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4122'}
1629843187.630278,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4122'}
1629843188.149327,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4122'}
1629843189.028626,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '4122'}
1629843219.066942,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '4122'}
1629843222.298597,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '4122'}
1629843223.359734,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4122'}
1629843223.831112,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '4122'}
1629843225.106431,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4122'}
1629843225.264119,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4122'}
1629843225.581874,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '4122'}
1629843226.27543,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4122'}
1629843226.424042,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4122'}
1629843226.578827,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '4122'}
1629843227.625655,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4122'}
1629843227.914862,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '4122'}
1629843228.775745,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4122'}
1629843228.934607,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '4122'}
1629843229.616858,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4122'}
1629843229.771007,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '4122'}
1629843230.45603,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4122'}
1629843230.554015,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '4122'}
1629843231.248859,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843231.416044,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '4122'}
1629843231.857906,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4122'}
1629843232.033141,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '4122'}
1629843232.749675,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4122'}
1629843232.874724,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '4122'}
1629843233.481531,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4122'}
1629843233.616704,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '4122'}
1629843234.424538,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843234.425345,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '4122'}
1629843235.793447,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '4122'}
1629843236.11628,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '4122'}
1629843236.869539,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '4122'}
1629843237.57994,4122,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '4122'}
1629843238.494517,4122,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': '4122'}
1629843238.495492,4122,{'stage': 'SAGAT', 'action': 'complete', 'score': 69, 'worker-id': '4122'}
1629843549.437495,4122,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing introduction', 'worker-id': '4122'}
1629843549.439363,4122,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '4122'}
1629843549.438264,4122,{'stage': 'networks', 'action': 'opened-page', 'worker-id': '4122'}
1629843594.667607,4122,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '4122'}
1629843594.668549,4122,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button introduction', 'worker-id': '4122'}
1629843598.910565,4122,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '4122'}
1629843610.143332,4122,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateSimpleLine', 'worker-id': '4122'}
1629843610.142652,4122,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '4122'}
1629843615.726724,4122,{'stage': 'networks', 'puzzle': 'generateSimpleLine', 'action': 'node selected', 'object': 1, 'worker-id': '4122'}
1629843618.902487,4122,{'stage': 'networks', 'action': 'score from round #0', 'score': 2, 'name': 'generateSimpleLine', 'worker-id': '4122'}
1629843618.903284,4122,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateSimpleLine', 'worker-id': '4122'}
1629843624.957436,4122,{'stage': 'networks', 'puzzle': 'generateSimpleLine', 'action': 'node selected', 'object': 5, 'worker-id': '4122'}
1629843628.003685,4122,{'stage': 'networks', 'action': 'score from round #1', 'score': 2, 'name': 'generateSimpleLine', 'worker-id': '4122'}
1629843628.004531,4122,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateSimpleLine', 'worker-id': '4122'}
1629843629.659586,4122,{'stage': 'networks', 'puzzle': 'generateSimpleLine', 'action': 'node selected', 'object': 3, 'worker-id': '4122'}
1629843631.694407,4122,{'stage': 'networks', 'action': 'ready for node selection #3', 'name': 'generateSimpleLine', 'worker-id': '4122'}
1629843631.695297,4122,{'stage': 'networks', 'action': 'score from round #2', 'score': 0, 'name': 'generateSimpleLine', 'worker-id': '4122'}
