
1629222947.216643,9115,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '9115'}
1629222970.298735,9115,{'stage': 'tutorial', 'action': 'DID NOT consent to study', 'worker-id': '9115'}
1629223451.543885,9115,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '9115'}
1629223456.896289,9115,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '9115'}
1629223506.673115,9115,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '9115'}
1629223522.512734,9115,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '9115'}
1629223529.00573,9115,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '9115'}
1629223531.857571,9115,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '9115'}
1629223534.450192,9115,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '9115'}
1629223538.152771,9115,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '9115'}
1629224184.751844,9115,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '9115'}
1629224185.995403,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '9115'}
1629224185.998648,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '9115'}
1629224186.82066,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '9115'}
1629224186.924747,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '9115'}
1629224187.62902,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '9115'}
1629224187.785348,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '9115'}
1629224188.462038,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '9115'}
1629224188.541988,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '9115'}
1629224188.888039,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '9115'}
1629224189.826038,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '9115'}
1629224189.825118,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '9115'}
1629224189.826857,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '9115'}
1629224190.075747,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '9115'}
1629224190.227767,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '9115'}
1629224190.949696,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '9115'}
1629224192.667162,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '9115'}
1629224192.960717,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '9115'}
1629224193.82222,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '9115'}
1629224194.268207,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '9115'}
1629224195.105351,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '9115'}
1629224195.809664,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '9115'}
1629224196.234614,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224199.10138,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224199.615557,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '9115'}
1629224200.373293,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '9115'}
1629224201.164059,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '9115'}
1629224202.387151,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224202.388144,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224203.193645,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224203.560534,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224204.340974,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224205.668617,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '9115'}
1629224205.66929,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '9115'}
1629224207.174405,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '9115'}
1629224207.175484,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '9115'}
1629224209.007012,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '9115'}
1629224209.755361,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '9115'}
1629224210.575267,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '9115'}
1629224211.110353,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '9115'}
1629224212.191811,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '9115'}
1629224214.675682,9115,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '9115'}
1629224244.594745,9115,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '9115'}
1629224245.799019,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '9115'}
1629224246.202837,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '9115'}
1629224246.613412,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '9115'}
1629224246.770665,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '9115'}
1629224247.438542,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '9115'}
1629224247.609026,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '9115'}
1629224248.665161,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '9115'}
1629224248.711908,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224249.24524,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '9115'}
1629224249.948336,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '9115'}
1629224250.446673,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '9115'}
1629224251.545022,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '9115'}
1629224251.551234,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '9115'}
1629224253.830628,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224254.801759,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224255.630778,9115,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing incomplete cycle panel', 'worker-id': '9115'}
1629224264.653519,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '9115'}
1629224265.341903,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '9115'}
1629224265.951013,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '9115'}
1629224266.103037,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '9115'}
1629224266.806209,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '9115'}
1629224266.97248,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '9115'}
1629224267.547234,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '9115'}
1629224267.918343,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '9115'}
1629224268.66813,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '9115'}
1629224268.796604,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '9115'}
1629224269.326642,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '9115'}
1629224269.476905,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '9115'}
1629224270.399919,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '9115'}
1629224270.40357,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '9115'}
1629224271.616783,9115,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button incomplete panel', 'worker-id': '9115'}
1629224271.625017,9115,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '9115'}
1629224274.89229,9115,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': '9115'}
1629224304.808275,9115,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': '9115'}
1629224305.581889,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '9115'}
1629224306.017704,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': '9115'}
1629224307.23875,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '9115'}
1629224307.242095,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': '9115'}
1629224307.376724,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '9115'}
1629224307.502368,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': '9115'}
1629224312.234713,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '9115'}
1629224312.28575,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': '9115'}
1629224312.316492,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '9115'}
1629224312.318241,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': '9115'}
1629224312.399042,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '9115'}
1629224312.3981,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '9115'}
1629224312.400032,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': '9115'}
1629224312.509665,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '9115'}
1629224312.508666,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': '9115'}
1629224312.565803,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': '9115'}
1629224312.59617,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '9115'}
1629224312.598674,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': '9115'}
1629224312.648887,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '9115'}
1629224312.748806,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': '9115'}
1629224313.380906,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '9115'}
1629224313.82645,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': '9115'}
1629224314.180641,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '9115'}
1629224314.214199,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': '9115'}
1629224314.623316,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '9115'}
1629224315.01981,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': '9115'}
1629224315.414704,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': '9115'}
1629224315.871889,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': '9115'}
1629224316.77879,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': '9115'}
1629224317.081277,9115,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': '9115'}
1629224317.872654,9115,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': '9115'}
1629224317.873943,9115,{'stage': 'SAGAT', 'action': 'complete', 'score': 61, 'worker-id': '9115'}
1629224553.052301,9115,{'stage': 'object tracking', 'action': 'opened-page', 'worker-id': '9115'}
1629224553.052983,9115,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing introduction', 'worker-id': '9115'}
1629224558.729381,9115,{'stage': 'object tracking', 'action': 'side panel click', 'object': 'next button introduction', 'worker-id': '9115'}
